name;startDate;url;artist;addressCountry;addressLocality;streetAddress;postalCode;coordinates
Flying Lotus @ Red Rocks Amphitheatre;2024-10-23T18:00:00;https://www.bandsintown.com/e/1033066425-flying-lotus-at-red-rocks-amphitheatre?came_from=209;Flying Lotus;United States;Morrison;18300 W Alameda Pkwy;80465;(39.6655381, -105.2052116)
Meshuggah @ Astor Plaza;2024-10-16T19:00:00;https://www.bandsintown.com/e/105875947-meshuggah-at-astor-plaza?came_from=209;Meshuggah;Colombia;Bogotá;Cl. 67 #11 – 58;110231;(4.653343, -74.0618716)
Meshuggah @ Allianz Parque;2024-10-19T12:00:00;https://www.bandsintown.com/e/105875806-meshuggah-at-allianz-parque?came_from=209;Meshuggah;Brazil;São Paulo;Av. Francisco Matarazzo, 1705;05001-200;(-23.5276207, -46.6784662)
Meshuggah @ Teatro Caupolican;2024-10-22T19:00:00;https://www.bandsintown.com/e/105875957-meshuggah-at-teatro-caupolican?came_from=209;Meshuggah;Chile;Santiago;San Diego 850;1;(-33.4903375, -70.76442079999998)
Meshuggah @ Paseo Parque de la Ciudad;2024-10-26T12:00:00;https://www.bandsintown.com/e/105875980-meshuggah-at-paseo-parque-de-la-ciudad?came_from=209;Meshuggah;Argentina;Buenos Aires;;;(-34.61315, -58.37723)
Meshuggah @ Gashouder Maastricht;2025-06-07T19:00:00;https://www.bandsintown.com/e/105934365-meshuggah-at-gashouder-maastricht?came_from=209;Meshuggah;Netherlands;Maastricht;-14;6219 PD;(50.8569636, 5.6833075)
Periphery @ The Fortitude Music Hall;2024-11-02T15:30:00;https://www.bandsintown.com/e/105737042-periphery-at-the-fortitude-music-hall?came_from=209;Periphery;Australia;Brisbane;312-318 Brunswick Street;4006;(-27.4577936, 153.034627)
Periphery @ The Brightside Brisbane;2024-11-03T19:00:00;https://www.bandsintown.com/e/106037476-periphery-at-the-brightside-brisbane?came_from=209;Periphery;Australia;Fortitude Valley;27 Warner St;4006;(-27.4571152, 153.0350475)
Periphery @ The Basement Canberra;2024-11-05T19:00:00;https://www.bandsintown.com/e/105900485-periphery-at-the-basement-canberra?came_from=209;Periphery;Australia;Belconnen;2 Cohen Street;2617;(-35.2402716, 149.0591493)
Periphery @ Hindley Street Music Hall;2024-11-07T19:00:00;https://www.bandsintown.com/e/105854443-periphery-at-hindley-street-music-hall?came_from=209;Periphery;Australia;Adelaide;149 Hindley Street;5000;(-34.92342, 138.5939274)
Periphery @ Max Watts Melbourne;2024-11-08T19:00:00;https://www.bandsintown.com/e/105900488-periphery-at-max-watts-melbourne?came_from=209;Periphery;Australia;Melbourne;125 Swanston St;3000;(-37.8147268, 144.9659968)
Periphery @ PICA (Port Melbourne Industrial Centre for the Arts);2024-11-09T19:00:00;https://www.bandsintown.com/e/105737050-periphery-at-pica-(port-melbourne-industrial-centre-for-the-arts)?came_from=209;Periphery;Australia;Port Melbourne;1 Woolboard Rd;3207;(-37.8294906, 144.9244079)
Periphery @ Hordern Pavillion;2024-11-10T19:00:00;https://www.bandsintown.com/e/105737057-periphery-at-hordern-pavillion?came_from=209;Periphery;Australia;Sydney;;;(-33.86785, 151.20732)
Periphery @ Alexandra Palace;2025-02-13T19:00:00;https://www.bandsintown.com/e/105889497-periphery-at-alexandra-palace?came_from=209;Periphery;United Kingdom;London;Alexandra Palace Way;N22 7AY;(51.5941783, -0.1307733)
Periphery @ Columbiahalle;2025-02-15T19:00:00;https://www.bandsintown.com/e/105775185-periphery-at-columbiahalle?came_from=209;Periphery;Germany;Berlin;Columbiadamm 13-21;10965;(52.484701, 13.392532)
Periphery @ Poppodium 013;2025-02-16T19:00:00;https://www.bandsintown.com/e/105775270-periphery-at-poppodium-013?came_from=209;Periphery;Netherlands;Tilburg;Veemarktstraat 44;5038;(51.55786519999999, 5.0928438)
Periphery @ L’Olympia;2025-02-18T19:00:00;https://www.bandsintown.com/e/105775292-periphery-at-l'olympia?came_from=209;Periphery;France;Paris;28 Boulevard des Capucines;75009;(48.870161, 2.3283163)
Periphery @ Palladium Köln;2025-02-19T19:00:00;https://www.bandsintown.com/e/105775302-periphery-at-palladium-koln?came_from=209;Periphery;Germany;Köln;Schanzenstraße 40;51063;(50.9692286, 7.016989199999999)
Periphery @ Zoom Frankfurt;2025-02-20T19:00:00;https://www.bandsintown.com/e/105775311-periphery-at-zoom-frankfurt?came_from=209;Periphery;Germany;Frankfurt;Carl-Benz-Strasse 21;60386;(50.1214604, 8.7506187)
Periphery @ TONHALLE;2025-02-22T19:00:00;https://www.bandsintown.com/e/105775316-periphery-at-tonhalle?came_from=209;Periphery;Germany;Munich;Grafinger Strasse 6;81671;(48.125651, 11.606347)
Periphery @ Grosse Freiheit 36;2025-02-23T19:00:00;https://www.bandsintown.com/e/105775320-periphery-at-grosse-freiheit-36?came_from=209;Periphery;Germany;Hamburg;Große Freiheit 36;22767;(53.5511169, 9.958216600000002)
Sam Gellaitry @ EartH;2024-10-19T22:00:00;https://www.bandsintown.com/e/1032803269-sam-gellaitry-at-earth?came_from=209;Sam Gellaitry;United Kingdom;London;11-17 Stoke Newington Rd;N16 8BH;(51.5510139, -0.0754618)
Sam Gellaitry @ Palm Springs Air Museum;2024-11-15T19:00:00;https://www.bandsintown.com/e/105869486-sam-gellaitry-at-palm-springs-air-museum?came_from=209;Sam Gellaitry;United States;Palm Springs;745 N Gene Autry Trail;92262;(33.8325247, -116.504978)
Leprous @ The Fortitude Music Hall;2024-11-02T16:00:00;https://www.bandsintown.com/e/105768608-leprous-at-the-fortitude-music-hall?came_from=209;Leprous;Australia;Brisbane;312-318 Brunswick Street;4006;(-27.4577936, 153.034627)
Leprous @ The Gov;2024-11-05T19:00:00;https://www.bandsintown.com/e/1033010822-leprous-at-the-gov?came_from=209;Leprous;Australia;Hindmarsh;59 Port Rd;5007;(-34.9069943, 138.5755659)
Leprous @ Max Watts Melbourne;2024-11-07T19:00:00;https://www.bandsintown.com/e/1033010471-leprous-at-max-watts-melbourne?came_from=209;Leprous;Australia;Melbourne;125 Swanston St;3000;(-37.8147268, 144.9659968)
Leprous @ PICA (Port Melbourne Industrial Centre for the Arts);2024-11-09T16:00:00;https://www.bandsintown.com/e/105768639-leprous-at-pica-(port-melbourne-industrial-centre-for-the-arts)?came_from=209;Leprous;Australia;Port Melbourne;1 Woolboard Rd;3207;(-37.8294906, 144.9244079)
Leprous @ Hordern Pavilion;2024-11-10T16:00:00;https://www.bandsintown.com/e/105768643-leprous-at-hordern-pavilion?came_from=209;Leprous;Australia;Moore Park;1 Driver Ave;2021;(-33.894099, 151.2242223)
Leprous @ The Music Station;2025-01-16T18:30:00;https://www.bandsintown.com/e/105700227-leprous-at-the-music-station?came_from=209;Leprous;Spain;Madrid;Cta. de San Vicente;28008;(40.4209448, -3.7189793)
Leprous @ Salle Pleyel;2025-01-17T18:30:00;https://www.bandsintown.com/e/105700234-leprous-at-salle-pleyel?came_from=209;Leprous;France;Paris;252 Rue du Faubourg Saint-Honoré;75008;(48.8770037, 2.3010508)
Leprous @ O2 Forum Kentish Town;2025-01-31T19:00:00;https://www.bandsintown.com/e/1032326303-leprous-at-o2-forum-kentish-town?came_from=209;Leprous;United Kingdom;London;9-17 Highgate Rd Kentish Town;NW5 1JY;(51.55219700000001, -0.141969)
Leprous @ Progresja;2025-02-01T18:30:00;https://www.bandsintown.com/e/105700241-leprous-at-progresja?came_from=209;Leprous;Poland;Warsaw;Fort Wola 22;01-258;(52.2247192, 20.9283017)
Leprous @ Poppodium 013;2025-02-07T18:30:00;https://www.bandsintown.com/e/105700248-leprous-at-poppodium-013?came_from=209;Leprous;Netherlands;Tilburg;Veemarktstraat 44;5038;(51.55786519999999, 5.0928438)
Leprous @ Carlswerk Victoria;2025-02-08T20:00:00;https://www.bandsintown.com/e/1032329488-leprous-at-carlswerk-victoria?came_from=209;Leprous;Germany;Köln;Schanzenstraße 6-20 Gebäude 3.12;51063;(50.9650717, 7.0121199)
Leprous @ Sentrum Scene;2025-02-15T19:00:00;https://www.bandsintown.com/e/1032013692-leprous-at-sentrum-scene?came_from=209;Leprous;Norway;Oslo;Arbeidersamfunnets plass 1;0181;(59.9155312, 10.7518778)
Leprous @ Mister Rock;2025-03-11T19:30:00;https://www.bandsintown.com/e/1033055983-leprous-at-mister-rock?came_from=209;Leprous;Brazil;Belo Horizonte;Avenida Tereza Cristina, 295 , Prado;30410-620;(-19.9191901, -43.9595131)
Leprous @ Tork n' Roll;2025-03-12T19:30:00;https://www.bandsintown.com/e/1033055176-leprous-at-tork-n'-roll?came_from=209;Leprous;Brazil;Curitiba;Avenida Marechal Floriano Peixoto 1695;82590-300;(-25.4444078, -49.2651271)
Leprous @ VIP Station;2025-03-13T19:30:00;https://www.bandsintown.com/e/1033055110-leprous-at-vip-station?came_from=209;Leprous;Brazil;São Paulo;Rua Gibraltar, 346 - Santo Amaro;04755-070;(-23.6481566, -46.7161613)
Plini @ The Fillmore;2024-10-29T20:00:00;https://www.bandsintown.com/e/1031780287-plini-at-the-fillmore?came_from=209;Plini;United States;San Francisco;1805 Geary Blvd;94115;(37.783926, -122.433072)
Plini @ The Showbox;2024-10-31T20:30:00;https://www.bandsintown.com/e/1031776676-plini-at-the-showbox?came_from=209;Plini;United States;Seattle;1426 1st Ave;98104;(47.6085565, -122.3393269)
Plini @ Commodore Ballroom;2024-11-01T19:00:00;https://www.bandsintown.com/e/1031778725-plini-at-commodore-ballroom?came_from=209;Plini;Canada;Vancouver;868 Granville St;V6Z 1K3;(49.2805378, -123.1208319)
